region,date,confirm
East of England,2020-01-03,
England,2020-01-03,
London,2020-01-03,
Midlands,2020-01-03,
North East and Yorkshire,2020-01-03,
North West,2020-01-03,
Scotland,2020-01-03,
South East,2020-01-03,
South West,2020-01-03,
Wales,2020-01-03,
East of England,2020-01-04,
England,2020-01-04,
London,2020-01-04,
Midlands,2020-01-04,
North East and Yorkshire,2020-01-04,
North West,2020-01-04,
Scotland,2020-01-04,
South East,2020-01-04,
South West,2020-01-04,
Wales,2020-01-04,
East of England,2020-01-05,
England,2020-01-05,
London,2020-01-05,
Midlands,2020-01-05,
North East and Yorkshire,2020-01-05,
North West,2020-01-05,
Scotland,2020-01-05,
South East,2020-01-05,
South West,2020-01-05,
Wales,2020-01-05,
East of England,2020-01-06,
England,2020-01-06,
London,2020-01-06,
Midlands,2020-01-06,
North East and Yorkshire,2020-01-06,
North West,2020-01-06,
Scotland,2020-01-06,
South East,2020-01-06,
South West,2020-01-06,
Wales,2020-01-06,
East of England,2020-01-07,
England,2020-01-07,
London,2020-01-07,
Midlands,2020-01-07,
North East and Yorkshire,2020-01-07,
North West,2020-01-07,
Scotland,2020-01-07,
South East,2020-01-07,
South West,2020-01-07,
Wales,2020-01-07,
East of England,2020-01-08,
England,2020-01-08,
London,2020-01-08,
Midlands,2020-01-08,
North East and Yorkshire,2020-01-08,
North West,2020-01-08,
Scotland,2020-01-08,
South East,2020-01-08,
South West,2020-01-08,
Wales,2020-01-08,
East of England,2020-01-09,
England,2020-01-09,
London,2020-01-09,
Midlands,2020-01-09,
North East and Yorkshire,2020-01-09,
North West,2020-01-09,
Scotland,2020-01-09,
South East,2020-01-09,
South West,2020-01-09,
Wales,2020-01-09,
East of England,2020-01-10,
England,2020-01-10,
London,2020-01-10,
Midlands,2020-01-10,
North East and Yorkshire,2020-01-10,
North West,2020-01-10,
Scotland,2020-01-10,
South East,2020-01-10,
South West,2020-01-10,
Wales,2020-01-10,
East of England,2020-01-11,
England,2020-01-11,
London,2020-01-11,
Midlands,2020-01-11,
North East and Yorkshire,2020-01-11,
North West,2020-01-11,
Scotland,2020-01-11,
South East,2020-01-11,
South West,2020-01-11,
Wales,2020-01-11,
East of England,2020-01-12,
England,2020-01-12,
London,2020-01-12,
Midlands,2020-01-12,
North East and Yorkshire,2020-01-12,
North West,2020-01-12,
Scotland,2020-01-12,
South East,2020-01-12,
South West,2020-01-12,
Wales,2020-01-12,
East of England,2020-01-13,
England,2020-01-13,
London,2020-01-13,
Midlands,2020-01-13,
North East and Yorkshire,2020-01-13,
North West,2020-01-13,
Scotland,2020-01-13,
South East,2020-01-13,
South West,2020-01-13,
Wales,2020-01-13,
East of England,2020-01-14,
England,2020-01-14,
London,2020-01-14,
Midlands,2020-01-14,
North East and Yorkshire,2020-01-14,
North West,2020-01-14,
Scotland,2020-01-14,
South East,2020-01-14,
South West,2020-01-14,
Wales,2020-01-14,
East of England,2020-01-15,
England,2020-01-15,
London,2020-01-15,
Midlands,2020-01-15,
North East and Yorkshire,2020-01-15,
North West,2020-01-15,
Scotland,2020-01-15,
South East,2020-01-15,
South West,2020-01-15,
Wales,2020-01-15,
East of England,2020-01-16,
England,2020-01-16,
London,2020-01-16,
Midlands,2020-01-16,
North East and Yorkshire,2020-01-16,
North West,2020-01-16,
Scotland,2020-01-16,
South East,2020-01-16,
South West,2020-01-16,
Wales,2020-01-16,
East of England,2020-01-17,
England,2020-01-17,
London,2020-01-17,
Midlands,2020-01-17,
North East and Yorkshire,2020-01-17,
North West,2020-01-17,
Scotland,2020-01-17,
South East,2020-01-17,
South West,2020-01-17,
Wales,2020-01-17,
East of England,2020-01-18,
England,2020-01-18,
London,2020-01-18,
Midlands,2020-01-18,
North East and Yorkshire,2020-01-18,
North West,2020-01-18,
Scotland,2020-01-18,
South East,2020-01-18,
South West,2020-01-18,
Wales,2020-01-18,
East of England,2020-01-19,
England,2020-01-19,
London,2020-01-19,
Midlands,2020-01-19,
North East and Yorkshire,2020-01-19,
North West,2020-01-19,
Scotland,2020-01-19,
South East,2020-01-19,
South West,2020-01-19,
Wales,2020-01-19,
East of England,2020-01-20,
England,2020-01-20,
London,2020-01-20,
Midlands,2020-01-20,
North East and Yorkshire,2020-01-20,
North West,2020-01-20,
Scotland,2020-01-20,
South East,2020-01-20,
South West,2020-01-20,
Wales,2020-01-20,
East of England,2020-01-21,
England,2020-01-21,
London,2020-01-21,
Midlands,2020-01-21,
North East and Yorkshire,2020-01-21,
North West,2020-01-21,
Scotland,2020-01-21,
South East,2020-01-21,
South West,2020-01-21,
Wales,2020-01-21,
East of England,2020-01-22,
England,2020-01-22,
London,2020-01-22,
Midlands,2020-01-22,
North East and Yorkshire,2020-01-22,
North West,2020-01-22,
Scotland,2020-01-22,
South East,2020-01-22,
South West,2020-01-22,
Wales,2020-01-22,
East of England,2020-01-23,
England,2020-01-23,
London,2020-01-23,
Midlands,2020-01-23,
North East and Yorkshire,2020-01-23,
North West,2020-01-23,
Scotland,2020-01-23,
South East,2020-01-23,
South West,2020-01-23,
Wales,2020-01-23,
East of England,2020-01-24,
England,2020-01-24,
London,2020-01-24,
Midlands,2020-01-24,
North East and Yorkshire,2020-01-24,
North West,2020-01-24,
Scotland,2020-01-24,
South East,2020-01-24,
South West,2020-01-24,
Wales,2020-01-24,
East of England,2020-01-25,
England,2020-01-25,
London,2020-01-25,
Midlands,2020-01-25,
North East and Yorkshire,2020-01-25,
North West,2020-01-25,
Scotland,2020-01-25,
South East,2020-01-25,
South West,2020-01-25,
Wales,2020-01-25,
East of England,2020-01-26,
England,2020-01-26,
London,2020-01-26,
Midlands,2020-01-26,
North East and Yorkshire,2020-01-26,
North West,2020-01-26,
Scotland,2020-01-26,
South East,2020-01-26,
South West,2020-01-26,
Wales,2020-01-26,
East of England,2020-01-27,
England,2020-01-27,
London,2020-01-27,
Midlands,2020-01-27,
North East and Yorkshire,2020-01-27,
North West,2020-01-27,
Scotland,2020-01-27,
South East,2020-01-27,
South West,2020-01-27,
Wales,2020-01-27,
East of England,2020-01-28,
England,2020-01-28,
London,2020-01-28,
Midlands,2020-01-28,
North East and Yorkshire,2020-01-28,
North West,2020-01-28,
Scotland,2020-01-28,
South East,2020-01-28,
South West,2020-01-28,
Wales,2020-01-28,
East of England,2020-01-29,
England,2020-01-29,
London,2020-01-29,
Midlands,2020-01-29,
North East and Yorkshire,2020-01-29,
North West,2020-01-29,
Scotland,2020-01-29,
South East,2020-01-29,
South West,2020-01-29,
Wales,2020-01-29,
East of England,2020-01-30,
England,2020-01-30,2
London,2020-01-30,
Midlands,2020-01-30,
North East and Yorkshire,2020-01-30,
North West,2020-01-30,
Scotland,2020-01-30,
South East,2020-01-30,
South West,2020-01-30,
Wales,2020-01-30,
East of England,2020-01-31,
England,2020-01-31,0
London,2020-01-31,
Midlands,2020-01-31,
North East and Yorkshire,2020-01-31,
North West,2020-01-31,
Scotland,2020-01-31,
South East,2020-01-31,
South West,2020-01-31,
Wales,2020-01-31,
East of England,2020-02-01,
England,2020-02-01,0
London,2020-02-01,
Midlands,2020-02-01,
North East and Yorkshire,2020-02-01,
North West,2020-02-01,
Scotland,2020-02-01,
South East,2020-02-01,
South West,2020-02-01,
Wales,2020-02-01,
East of England,2020-02-02,
England,2020-02-02,0
London,2020-02-02,
Midlands,2020-02-02,
North East and Yorkshire,2020-02-02,
North West,2020-02-02,
Scotland,2020-02-02,
South East,2020-02-02,
South West,2020-02-02,
Wales,2020-02-02,
East of England,2020-02-03,
England,2020-02-03,1
London,2020-02-03,
Midlands,2020-02-03,
North East and Yorkshire,2020-02-03,
North West,2020-02-03,
Scotland,2020-02-03,
South East,2020-02-03,1
South West,2020-02-03,
Wales,2020-02-03,
East of England,2020-02-04,
England,2020-02-04,0
London,2020-02-04,
Midlands,2020-02-04,
North East and Yorkshire,2020-02-04,
North West,2020-02-04,
Scotland,2020-02-04,
South East,2020-02-04,0
South West,2020-02-04,
Wales,2020-02-04,
East of England,2020-02-05,
England,2020-02-05,1
London,2020-02-05,
Midlands,2020-02-05,
North East and Yorkshire,2020-02-05,
North West,2020-02-05,
Scotland,2020-02-05,
South East,2020-02-05,1
South West,2020-02-05,
Wales,2020-02-05,
East of England,2020-02-06,
England,2020-02-06,0
London,2020-02-06,
Midlands,2020-02-06,
North East and Yorkshire,2020-02-06,
North West,2020-02-06,
Scotland,2020-02-06,
South East,2020-02-06,0
South West,2020-02-06,
Wales,2020-02-06,
East of England,2020-02-07,
England,2020-02-07,0
London,2020-02-07,
Midlands,2020-02-07,
North East and Yorkshire,2020-02-07,
North West,2020-02-07,
Scotland,2020-02-07,
South East,2020-02-07,0
South West,2020-02-07,
Wales,2020-02-07,
East of England,2020-02-08,
England,2020-02-08,4
London,2020-02-08,
Midlands,2020-02-08,
North East and Yorkshire,2020-02-08,
North West,2020-02-08,
Scotland,2020-02-08,
South East,2020-02-08,4
South West,2020-02-08,
Wales,2020-02-08,
East of England,2020-02-09,
England,2020-02-09,1
London,2020-02-09,
Midlands,2020-02-09,
North East and Yorkshire,2020-02-09,
North West,2020-02-09,
Scotland,2020-02-09,
South East,2020-02-09,1
South West,2020-02-09,
Wales,2020-02-09,
East of England,2020-02-10,
England,2020-02-10,0
London,2020-02-10,
Midlands,2020-02-10,
North East and Yorkshire,2020-02-10,
North West,2020-02-10,
Scotland,2020-02-10,
South East,2020-02-10,0
South West,2020-02-10,
Wales,2020-02-10,
East of England,2020-02-11,
England,2020-02-11,1
London,2020-02-11,1
Midlands,2020-02-11,
North East and Yorkshire,2020-02-11,
North West,2020-02-11,
Scotland,2020-02-11,
South East,2020-02-11,0
South West,2020-02-11,
Wales,2020-02-11,
East of England,2020-02-12,
England,2020-02-12,0
London,2020-02-12,0
Midlands,2020-02-12,
North East and Yorkshire,2020-02-12,
North West,2020-02-12,
Scotland,2020-02-12,
South East,2020-02-12,0
South West,2020-02-12,
Wales,2020-02-12,
East of England,2020-02-13,
England,2020-02-13,0
London,2020-02-13,0
Midlands,2020-02-13,
North East and Yorkshire,2020-02-13,
North West,2020-02-13,
Scotland,2020-02-13,
South East,2020-02-13,0
South West,2020-02-13,
Wales,2020-02-13,
East of England,2020-02-14,
England,2020-02-14,0
London,2020-02-14,0
Midlands,2020-02-14,
North East and Yorkshire,2020-02-14,
North West,2020-02-14,
Scotland,2020-02-14,
South East,2020-02-14,0
South West,2020-02-14,
Wales,2020-02-14,
East of England,2020-02-15,
England,2020-02-15,0
London,2020-02-15,0
Midlands,2020-02-15,
North East and Yorkshire,2020-02-15,
North West,2020-02-15,
Scotland,2020-02-15,
South East,2020-02-15,0
South West,2020-02-15,
Wales,2020-02-15,
East of England,2020-02-16,
